,Kernel,C,Gamma,Degree,Estimators,Confusion Matrix,Confusion Matrix.1,Confusion Matrix.2,Confusion Matrix.3,Confusion Matrix.4,Confusion Matrix.5,Confusion Matrix,Confusion Matrix,Confusion Matrix,Confusion Matrix,Confusion Matrix
10,poly,1.0,1.0,3.0,50,"[69, 241, 136, 334]","[62, 249, 114, 355]","[59, 252, 108, 361]","[78, 233, 156, 313]","[56, 255, 108, 361]","[85, 225, 139, 330]",[ 642 2462 1115 3576],[ 664 2440 1064 3627],[ 650 2454 1050 3641],[ 645 2459 1085 3606],[ 560 2544  924 3767]
11,rbf,1.0,10.0,,50,"[77, 233, 49, 421]","[85, 226, 65, 404]","[86, 225, 49, 420]","[78, 233, 58, 411]","[122, 189, 90, 379]","[74, 236, 64, 405]",[ 851 2253  605 4086],[ 866 2238  661 4030],[ 864 2240  686 4005],[ 803 2301  599 4092],[ 916 2188  755 3936]
12,poly,1.0,10.0,2.0,50,"[76, 234, 152, 318]","[65, 246, 152, 317]","[65, 246, 116, 353]","[86, 225, 156, 313]","[50, 261, 110, 359]","[83, 227, 146, 323]",[ 681 2423 1282 3409],[ 640 2464 1139 3552],[ 678 2426 1163 3528],[ 690 2414 1233 3458],[ 557 2547 1020 3671]
13,poly,1.0,10.0,3.0,50,"[75, 235, 137, 333]","[64, 247, 112, 357]","[57, 254, 98, 371]","[79, 232, 152, 317]","[47, 264, 103, 366]","[87, 223, 146, 323]",[ 646 2458 1118 3573],[ 675 2429 1076 3615],[ 644 2460 1082 3609],[ 659 2445 1107 3584],[ 585 2519  926 3765]
14,linear,10.0,,,50,"[165, 145, 98, 372]","[158, 153, 99, 370]","[184, 127, 87, 382]","[147, 164, 86, 383]","[162, 149, 95, 374]","[156, 154, 102, 367]",[1603 1501  942 3749],[1538 1566  925 3766],[1533 1571  936 3755],[1551 1553  921 3770],[1575 1529  951 3740]
15,rbf,10.0,1.0,,50,"[143, 167, 117, 353]","[148, 163, 122, 347]","[152, 159, 97, 372]","[163, 148, 112, 357]","[168, 143, 119, 350]","[155, 155, 119, 350]",[1531 1573 1133 3558],[1576 1528 1160 3531],[1535 1569 1227 3464],[1556 1548 1149 3542],[1553 1551 1242 3449]
16,poly,10.0,1.0,2.0,50,"[72, 238, 132, 338]","[64, 247, 140, 329]","[58, 253, 122, 347]","[75, 236, 155, 314]","[53, 258, 113, 356]","[83, 227, 153, 316]",[ 656 2448 1266 3425],[ 647 2457 1142 3549],[ 660 2444 1156 3535],[ 661 2443 1190 3501],[ 563 2541 1037 3654]
17,poly,10.0,1.0,3.0,50,"[73, 237, 133, 337]","[68, 243, 126, 343]","[53, 258, 94, 375]","[77, 234, 148, 321]","[50, 261, 101, 368]","[84, 226, 144, 325]",[ 630 2474 1116 3575],[ 634 2470 1059 3632],[ 652 2452 1081 3610],[ 657 2447 1102 3589],[ 593 2511  954 3737]
18,rbf,10.0,10.0,,50,"[77, 233, 49, 421]","[85, 226, 65, 404]","[86, 225, 49, 420]","[78, 233, 58, 411]","[122, 189, 90, 379]","[74, 236, 64, 405]",[ 851 2253  605 4086],[ 866 2238  661 4030],[ 864 2240  686 4005],[ 803 2301  599 4092],[ 916 2188  755 3936]
19,poly,10.0,10.0,2.0,50,"[69, 241, 149, 321]","[66, 245, 145, 324]","[62, 249, 115, 354]","[69, 242, 157, 312]","[53, 258, 118, 351]","[82, 228, 163, 306]",[ 662 2442 1313 3378],[ 630 2474 1127 3564],[ 664 2440 1198 3493],[ 668 2436 1229 3462],[ 577 2527 1062 3629]
20,poly,10.0,10.0,3.0,50,"[69, 241, 131, 339]","[61, 250, 121, 348]","[52, 259, 97, 372]","[80, 231, 157, 312]","[49, 262, 107, 362]","[85, 225, 140, 329]",[ 619 2485 1115 3576],[ 634 2470 1033 3658],[ 650 2454 1102 3589],[ 631 2473 1090 3601],[ 580 2524  955 3736]
21,linear,100.0,,,50,"[166, 144, 96, 374]","[162, 149, 94, 375]","[179, 132, 89, 380]","[144, 167, 84, 385]","[162, 149, 94, 375]","[156, 154, 101, 368]",[1606 1498  942 3749],[1553 1551  936 3755],[1574 1530  971 3720],[1574 1530  946 3745],[1583 1521  958 3733]
22,rbf,100.0,1.0,,50,"[143, 167, 117, 353]","[148, 163, 122, 347]","[152, 159, 97, 372]","[163, 148, 112, 357]","[168, 143, 119, 350]","[155, 155, 119, 350]",[1531 1573 1133 3558],[1576 1528 1160 3531],[1535 1569 1227 3464],[1556 1548 1149 3542],[1553 1551 1242 3449]
23,poly,100.0,1.0,2.0,50,"[76, 234, 143, 327]","[68, 243, 150, 319]","[64, 247, 116, 353]","[81, 230, 162, 307]","[50, 261, 107, 362]","[81, 229, 152, 317]",[ 675 2429 1310 3381],[ 639 2465 1162 3529],[ 668 2436 1156 3535],[ 669 2435 1240 3451],[ 570 2534 1050 3641]
24,poly,100.0,1.0,3.0,50,"[71, 239, 130, 340]","[67, 244, 122, 347]","[50, 261, 95, 374]","[76, 235, 151, 318]","[45, 266, 107, 362]","[81, 229, 143, 326]",[ 620 2484 1111 3580],[ 680 2424 1079 3612],[ 657 2447 1097 3594],[ 638 2466 1061 3630],[ 591 2513  946 3745]
25,rbf,100.0,10.0,,50,"[77, 233, 49, 421]","[85, 226, 65, 404]","[86, 225, 49, 420]","[78, 233, 58, 411]","[122, 189, 90, 379]","[74, 236, 64, 405]",[ 851 2253  605 4086],[ 866 2238  661 4030],[ 864 2240  686 4005],[ 803 2301  599 4092],[ 916 2188  755 3936]
26,poly,100.0,10.0,2.0,50,"[69, 241, 122, 348]","[67, 244, 142, 327]","[62, 249, 128, 341]","[76, 235, 162, 307]","[53, 258, 115, 354]","[83, 227, 149, 320]",[ 671 2433 1294 3397],[ 602 2502 1108 3583],[ 673 2431 1148 3543],[ 677 2427 1232 3459],[ 560 2544 1026 3665]
27,poly,100.0,10.0,3.0,50,"[71, 239, 112, 358]","[310, 1, 467, 2]","[149, 162, 255, 214]","[75, 236, 145, 324]","[50, 261, 105, 364]","[84, 226, 150, 319]",[ 962 2142 1583 3108],[ 848 2256 1307 3384],[ 714 2390 1140 3551],[ 728 2376 1188 3503],[ 567 2537  927 3764]
28,linear,1000.0,,,50,"[185, 125, 128, 342]","[165, 146, 111, 358]","[143, 168, 78, 391]","[186, 125, 117, 352]","[195, 116, 120, 349]","[150, 160, 95, 374]",[1693 1411 1081 3610],[1599 1505  996 3695],[1637 1467 1080 3611],[1512 1592  919 3772],[1660 1444 1078 3613]
29,rbf,1000.0,1.0,,50,"[143, 167, 117, 353]","[148, 163, 122, 347]","[152, 159, 97, 372]","[163, 148, 112, 357]","[168, 143, 119, 350]","[155, 155, 119, 350]",[1531 1573 1133 3558],[1576 1528 1160 3531],[1535 1569 1227 3464],[1556 1548 1149 3542],[1553 1551 1242 3449]
30,poly,1000.0,1.0,2.0,50,"[71, 239, 138, 332]","[65, 246, 135, 334]","[62, 249, 117, 352]","[76, 235, 160, 309]","[55, 256, 111, 358]","[83, 227, 156, 313]",[ 677 2427 1275 3416],[ 639 2465 1156 3535],[ 667 2437 1184 3507],[ 673 2431 1242 3449],[ 553 2551 1058 3633]
31,poly,1000.0,1.0,3.0,50,"[69, 241, 130, 340]","[61, 250, 113, 356]","[55, 256, 101, 368]","[77, 234, 153, 316]","[49, 262, 100, 369]","[85, 225, 152, 317]",[ 624 2480 1085 3606],[ 677 2427 1028 3663],[ 653 2451 1073 3618],[ 664 2440 1074 3617],[ 587 2517  979 3712]
32,rbf,1000.0,10.0,,50,"[77, 233, 49, 421]","[85, 226, 65, 404]","[86, 225, 49, 420]","[78, 233, 58, 411]","[122, 189, 90, 379]","[74, 236, 64, 405]",[ 851 2253  605 4086],[ 866 2238  661 4030],[ 864 2240  686 4005],[ 803 2301  599 4092],[ 916 2188  755 3936]
33,poly,1000.0,10.0,2.0,50,"[68, 242, 138, 332]","[72, 239, 149, 320]","[58, 253, 119, 350]","[72, 239, 160, 309]","[53, 258, 112, 357]","[84, 226, 146, 323]",[ 658 2446 1280 3411],[ 638 2466 1138 3553],[ 661 2443 1148 3543],[ 672 2432 1218 3473],[ 560 2544 1033 3658]
34,poly,1000.0,10.0,3.0,50,"[74, 236, 128, 342]","[310, 1, 467, 2]","[145, 166, 247, 222]","[77, 234, 150, 319]","[49, 262, 103, 366]","[85, 225, 143, 326]",[ 977 2127 1610 3081],[ 898 2206 1400 3291],[1183 1921 1830 2861],[ 765 2339 1235 3456],[ 562 2542  934 3757]
