,Max_depth,N_estimators,Estimators,Confusion Matrix,Confusion Matrix.1,Confusion Matrix.2,Confusion Matrix.3,Confusion Matrix.4,Confusion Matrix.5,Confusion Matrix,Confusion Matrix,Confusion Matrix,Confusion Matrix,Confusion Matrix
23,3,"[50, 100, 150]",150,"[1010, 46, 307, 86]","[1000, 56, 300, 93]","[997, 59, 308, 85]","[993, 63, 287, 106]","[983, 73, 290, 103]","[1006, 50, 310, 83]",[9968  592 3041  888],[9990  570 3053  876],[9993  567 3079  850],[9985  575 3056  873],[9975  585 3059  870]
24,3,"[50, 100, 150]",50,"[1010, 46, 307, 86]","[1007, 49, 300, 93]","[993, 63, 306, 87]","[993, 63, 285, 108]","[981, 75, 290, 103]","[1005, 51, 308, 85]",[9958  602 3031  898],[9967  593 3042  887],[9977  583 3059  870],[9973  587 3054  875],[9974  586 3045  884]
25,3,"[50, 100, 150]",100,"[1010, 46, 307, 86]","[1002, 54, 300, 93]","[995, 61, 308, 85]","[993, 63, 286, 107]","[983, 73, 290, 103]","[1005, 51, 308, 85]",[9955  605 3031  898],[9971  589 3048  881],[9974  586 3062  867],[9971  589 3056  873],[9963  597 3044  885]
26,3,"[50, 100, 150]",150,"[1010, 46, 307, 86]","[1002, 54, 300, 93]","[995, 61, 307, 86]","[993, 63, 286, 107]","[983, 73, 290, 103]","[1005, 51, 308, 85]",[9957  603 3033  896],[9972  588 3046  883],[9976  584 3064  865],[9970  590 3057  872],[9963  597 3043  886]
27,4,"[50, 100, 150]",50,"[1010, 46, 306, 87]","[1006, 50, 300, 93]","[998, 58, 308, 85]","[993, 63, 289, 104]","[989, 67, 296, 97]","[1007, 49, 308, 85]",[9975  585 3044  885],[9996  564 3065  864],[10006   554  3072   857],[10001   559  3074   855],[9976  584 3065  864]
28,4,"[50, 100, 150]",100,"[1010, 46, 306, 87]","[1006, 50, 300, 93]","[998, 58, 308, 85]","[993, 63, 289, 104]","[990, 66, 298, 95]","[1007, 49, 311, 82]",[9978  582 3048  881],[9997  563 3064  865],[10003   557  3075   854],[9998  562 3072  857],[9974  586 3061  868]
29,4,"[50, 100, 150]",150,"[1010, 46, 306, 87]","[1006, 50, 301, 92]","[998, 58, 308, 85]","[992, 64, 289, 104]","[990, 66, 297, 96]","[1006, 50, 311, 82]",[9977  583 3052  877],[10002   558  3064   865],[10001   559  3075   854],[9992  568 3075  854],[9970  590 3060  869]
30,4,"[50, 100, 150]",50,"[1011, 45, 305, 88]","[1009, 47, 304, 89]","[996, 60, 308, 85]","[990, 66, 288, 105]","[986, 70, 295, 98]","[1009, 47, 306, 87]",[9969  591 3036  893],[9981  579 3051  878],[9988  572 3064  865],[9994  566 3070  859],[9969  591 3065  864]
31,4,"[50, 100, 150]",100,"[1011, 45, 305, 88]","[1004, 52, 301, 92]","[996, 60, 309, 84]","[991, 65, 289, 104]","[987, 69, 296, 97]","[1009, 47, 307, 86]",[9965  595 3037  892],[9986  574 3054  875],[9988  572 3063  866],[9988  572 3074  855],[9971  589 3059  870]
32,4,"[50, 100, 150]",150,"[1011, 45, 306, 87]","[1009, 47, 302, 91]","[996, 60, 309, 84]","[991, 65, 289, 104]","[987, 69, 297, 96]","[1009, 47, 308, 85]",[9971  589 3038  891],[9983  577 3050  879],[9989  571 3064  865],[9981  579 3075  854],[9971  589 3057  872]
33,4,"[50, 100, 150]",50,"[1012, 44, 307, 86]","[1009, 47, 305, 88]","[998, 58, 308, 85]","[987, 69, 283, 110]","[983, 73, 294, 99]","[1011, 45, 304, 89]",[9962  598 3022  907],[9955  605 3030  899],[9976  584 3057  872],[9978  582 3050  879],[9948  612 3036  893]
34,4,"[50, 100, 150]",100,"[1011, 45, 304, 89]","[1009, 47, 306, 87]","[998, 58, 307, 86]","[988, 68, 285, 108]","[986, 70, 295, 98]","[1011, 45, 304, 89]",[9964  596 3022  907],[9969  591 3034  895],[9967  593 3057  872],[9979  581 3053  876],[9953  607 3035  894]
35,4,"[50, 100, 150]",150,"[1011, 45, 307, 86]","[1009, 47, 306, 87]","[997, 59, 306, 87]","[990, 66, 287, 106]","[986, 70, 295, 98]","[1011, 45, 305, 88]",[9967  593 3028  901],[9968  592 3033  896],[9965  595 3050  879],[9977  583 3053  876],[9949  611 3035  894]
