,Max_depth,N_estimators,Estimators,Confusion Matrix,Confusion Matrix.1,Confusion Matrix.2,Confusion Matrix.3,Confusion Matrix.4,Confusion Matrix.5,Confusion Matrix,Confusion Matrix,Confusion Matrix,Confusion Matrix,Confusion Matrix
10,2,"[50, 100, 150]",100,"[1021, 35, 324, 69]","[1016, 40, 313, 80]","[1015, 41, 338, 55]","[1011, 45, 306, 87]","[1012, 44, 316, 77]","[1021, 35, 330, 63]",[10134   426  3228   701],[10133   427  3225   704],[10142   418  3230   699],[10146   414  3243   686],[10129   431  3232   697]
11,2,"[50, 100, 150]",150,"[1021, 35, 326, 67]","[1016, 40, 313, 80]","[1015, 41, 337, 56]","[1011, 45, 305, 88]","[1010, 46, 315, 78]","[1020, 36, 329, 64]",[10127   433  3228   701],[10133   427  3224   705],[10143   417  3233   696],[10147   413  3246   683],[10131   429  3236   693]
12,2,"[50, 100, 150]",50,"[1014, 42, 314, 79]","[1011, 45, 304, 89]","[1004, 52, 322, 71]","[1002, 54, 296, 97]","[998, 58, 302, 91]","[1009, 47, 320, 73]",[10046   514  3121   808],[10047   513  3116   813],[10062   498  3139   790],[10058   502  3118   811],[10064   496  3122   807]
13,2,"[50, 100, 150]",100,"[1014, 42, 314, 79]","[1010, 46, 303, 90]","[1005, 51, 322, 71]","[1002, 54, 296, 97]","[998, 58, 302, 91]","[1009, 47, 320, 73]",[10048   512  3121   808],[10047   513  3119   810],[10056   504  3138   791],[10060   500  3121   808],[10059   501  3116   813]
14,2,"[50, 100, 150]",150,"[1014, 42, 315, 78]","[1010, 46, 303, 90]","[1005, 51, 325, 68]","[1002, 54, 297, 96]","[998, 58, 301, 92]","[1009, 47, 320, 73]",[10051   509  3125   804],[10048   512  3122   807],[10059   501  3136   793],[10059   501  3126   803],[10060   500  3118   811]
15,2,"[50, 100, 150]",50,"[1011, 45, 312, 81]","[1010, 46, 304, 89]","[1001, 55, 313, 80]","[998, 58, 292, 101]","[995, 61, 299, 94]","[1007, 49, 317, 76]",[10018   542  3089   840],[10014   546  3082   847],[10028   532  3094   835],[10023   537  3092   837],[10033   527  3090   839]
16,2,"[50, 100, 150]",100,"[1010, 46, 311, 82]","[1009, 47, 302, 91]","[1002, 54, 313, 80]","[996, 60, 292, 101]","[993, 63, 299, 94]","[1007, 49, 318, 75]",[10013   547  3087   842],[10018   542  3080   849],[10028   532  3096   833],[10021   539  3091   838],[10031   529  3087   842]
17,2,"[50, 100, 150]",150,"[1011, 45, 312, 81]","[1010, 46, 302, 91]","[1002, 54, 313, 80]","[998, 58, 293, 100]","[993, 63, 298, 95]","[1008, 48, 318, 75]",[10019   541  3088   841],[10017   543  3087   842],[10026   534  3098   831],[10020   540  3091   838],[10032   528  3086   843]
18,3,"[50, 100, 150]",50,"[1014, 42, 310, 83]","[1009, 47, 299, 94]","[1002, 54, 316, 77]","[999, 57, 292, 101]","[991, 65, 299, 94]","[1010, 46, 319, 74]",[10015   545  3086   843],[10014   546  3094   835],[10027   533  3099   830],[10027   533  3091   838],[10024   536  3095   834]
19,3,"[50, 100, 150]",100,"[1015, 41, 312, 81]","[1009, 47, 299, 94]","[1003, 53, 318, 75]","[997, 59, 293, 100]","[991, 65, 300, 93]","[1010, 46, 320, 73]",[10017   543  3093   836],[10017   543  3098   831],[10029   531  3091   838],[10022   538  3096   833],[10021   539  3090   839]
20,3,"[50, 100, 150]",150,"[1015, 41, 314, 79]","[1009, 47, 298, 95]","[1003, 53, 317, 76]","[997, 59, 293, 100]","[993, 63, 299, 94]","[1010, 46, 320, 73]",[10019   541  3095   834],[10021   539  3099   830],[10027   533  3088   841],[10019   541  3094   835],[10021   539  3089   840]
21,3,"[50, 100, 150]",50,"[1013, 43, 310, 83]","[1006, 50, 299, 94]","[999, 57, 309, 84]","[997, 59, 290, 103]","[990, 66, 297, 96]","[1007, 49, 313, 80]",[9989  571 3061  868],[10003   557  3064   865],[10007   553  3072   857],[10004   556  3066   863],[10012   548  3072   857]
22,3,"[50, 100, 150]",100,"[1013, 43, 310, 83]","[1003, 53, 298, 95]","[1001, 55, 311, 82]","[996, 60, 290, 103]","[991, 65, 296, 97]","[1007, 49, 316, 77]",[9990  570 3064  865],[10007   553  3062   867],[10005   555  3072   857],[10005   555  3072   857],[10006   554  3065   864]
23,3,"[50, 100, 150]",150,"[1012, 44, 312, 81]","[1006, 50, 299, 94]","[1002, 54, 311, 82]","[996, 60, 291, 102]","[992, 64, 296, 97]","[1007, 49, 316, 77]",[9994  566 3067  862],[10003   557  3065   864],[10002   558  3073   856],[10005   555  3077   852],[10008   552  3065   864]
24,3,"[50, 100, 150]",50,"[1013, 43, 307, 86]","[1001, 55, 298, 95]","[999, 57, 305, 88]","[994, 62, 289, 104]","[990, 66, 295, 98]","[1007, 49, 311, 82]",[9976  584 3044  885],[9976  584 3044  885],[9984  576 3056  873],[9976  584 3047  882],[9978  582 3045  884]
25,3,"[50, 100, 150]",100,"[1013, 43, 308, 85]","[1000, 56, 297, 96]","[1000, 56, 306, 87]","[994, 62, 288, 105]","[991, 65, 296, 97]","[1007, 49, 312, 81]",[9977  583 3045  884],[9978  582 3046  883],[9980  580 3050  879],[9983  577 3052  877],[9981  579 3047  882]
26,3,"[50, 100, 150]",150,"[1013, 43, 308, 85]","[1003, 53, 297, 96]","[1000, 56, 306, 87]","[994, 62, 288, 105]","[990, 66, 297, 96]","[1007, 49, 312, 81]",[9979  581 3047  882],[9977  583 3049  880],[9983  577 3049  880],[9981  579 3053  876],[9984  576 3047  882]
27,4,"[50, 100, 150]",50,"[1013, 43, 313, 80]","[1008, 48, 299, 94]","[998, 58, 310, 83]","[993, 63, 290, 103]","[991, 65, 295, 98]","[1006, 50, 314, 79]",[9992  568 3062  867],[9999  561 3076  853],[10011   549  3077   852],[10010   550  3074   855],[10003   557  3076   853]
28,4,"[50, 100, 150]",100,"[1014, 42, 313, 80]","[1006, 50, 298, 95]","[1000, 56, 310, 83]","[995, 61, 291, 102]","[992, 64, 294, 99]","[1007, 49, 315, 78]",[9999  561 3064  865],[10001   559  3077   852],[10016   544  3079   850],[10010   550  3073   856],[10006   554  3072   857]
29,4,"[50, 100, 150]",150,"[1014, 42, 313, 80]","[1008, 48, 297, 96]","[999, 57, 311, 82]","[994, 62, 291, 102]","[991, 65, 294, 99]","[1007, 49, 315, 78]",[9997  563 3064  865],[10000   560  3076   853],[10015   545  3075   854],[10010   550  3079   850],[10005   555  3073   856]
30,4,"[50, 100, 150]",50,"[1012, 44, 312, 81]","[1007, 49, 299, 94]","[1001, 55, 309, 84]","[993, 63, 291, 102]","[990, 66, 296, 97]","[1007, 49, 313, 80]",[9986  574 3064  865],[9989  571 3056  873],[9988  572 3068  861],[9992  568 3065  864],[9993  567 3062  867]
31,4,"[50, 100, 150]",100,"[1013, 43, 310, 83]","[1004, 52, 298, 95]","[1001, 55, 309, 84]","[996, 60, 290, 103]","[995, 61, 297, 96]","[1010, 46, 312, 81]",[9994  566 3060  869],[9986  574 3061  868],[9990  570 3066  863],[9992  568 3066  863],[9996  564 3056  873]
32,4,"[50, 100, 150]",150,"[1013, 43, 312, 81]","[1005, 51, 297, 96]","[1001, 55, 307, 86]","[995, 61, 288, 105]","[992, 64, 297, 96]","[1009, 47, 310, 83]",[9990  570 3057  872],[9987  573 3062  867],[9992  568 3065  864],[9994  566 3062  867],[9992  568 3052  877]
33,4,"[50, 100, 150]",50,"[1010, 46, 303, 90]","[1006, 50, 298, 95]","[999, 57, 303, 90]","[991, 65, 281, 112]","[990, 66, 297, 96]","[1002, 54, 311, 82]",[9965  595 3027  902],[9962  598 3023  906],[9962  598 3035  894],[9968  592 3039  890],[9961  599 3037  892]
34,4,"[50, 100, 150]",100,"[1012, 44, 303, 90]","[1003, 53, 298, 95]","[999, 57, 303, 90]","[992, 64, 283, 110]","[990, 66, 297, 96]","[1001, 55, 309, 84]",[9962  598 3030  899],[9969  591 3029  900],[9964  596 3039  890],[9970  590 3031  898],[9963  597 3032  897]
35,4,"[50, 100, 150]",150,"[1012, 44, 305, 88]","[1002, 54, 298, 95]","[999, 57, 300, 93]","[992, 64, 282, 111]","[991, 65, 297, 96]","[1003, 53, 308, 85]",[9965  595 3028  901],[9962  598 3026  903],[9958  602 3038  891],[9970  590 3031  898],[9968  592 3029  900]
