,Max_depth,N_estimators,Confusion Matrix,Confusion Matrix.1,Confusion Matrix.2,Confusion Matrix.3,Confusion Matrix.4,Confusion Matrix.5,Confusion Matrix,Confusion Matrix,Confusion Matrix,Confusion Matrix,Confusion Matrix
10,5,50,"[1013, 43, 307, 86]","[1003, 53, 300, 93]","[995, 61, 311, 82]","[994, 62, 287, 106]","[992, 64, 301, 92]","[1011, 45, 304, 89]",[9973  587 3034  895],[9989  571 3045  884],[9986  574 3065  864],[9991  569 3053  876],[9974  586 3038  891]
11,5,75,"[1011, 45, 307, 86]","[1001, 55, 299, 94]","[996, 60, 307, 86]","[990, 66, 285, 108]","[993, 63, 298, 95]","[1005, 51, 304, 89]",[9963  597 3019  910],[9972  588 3036  893],[9999  561 3065  864],[9981  579 3057  872],[9964  596 3028  901]
12,5,100,"[1011, 45, 305, 88]","[1001, 55, 296, 97]","[993, 63, 306, 87]","[988, 68, 283, 110]","[993, 63, 298, 95]","[1001, 55, 300, 93]",[9946  614 3010  919],[9961  599 3028  901],[9988  572 3069  860],[9979  581 3046  883],[9954  606 3024  905]
13,5,125,"[1010, 46, 303, 90]","[994, 62, 293, 100]","[990, 66, 301, 92]","[985, 71, 281, 112]","[992, 64, 299, 94]","[1004, 52, 302, 91]",[9922  638 2995  934],[9941  619 3020  909],[9968  592 3051  878],[9960  600 3027  902],[9947  613 3016  913]
14,5,150,"[1010, 46, 304, 89]","[991, 65, 294, 99]","[989, 67, 301, 92]","[985, 71, 281, 112]","[993, 63, 300, 93]","[1003, 53, 303, 90]",[9914  646 2991  938],[9926  634 3010  919],[9948  612 3029  900],[9951  609 3017  912],[9925  635 3009  920]
15,6,50,"[1011, 45, 302, 91]","[1002, 54, 294, 99]","[998, 58, 309, 84]","[990, 66, 283, 110]","[995, 61, 300, 93]","[1007, 49, 299, 94]",[9968  592 3012  917],[9964  596 3025  904],[9989  571 3066  863],[9971  589 3052  877],[9977  583 3058  871]
16,6,75,"[1012, 44, 300, 93]","[1001, 55, 294, 99]","[995, 61, 309, 84]","[988, 68, 288, 105]","[992, 64, 299, 94]","[1005, 51, 299, 94]",[9953  607 3012  917],[9958  602 3016  913],[9979  581 3052  877],[9966  594 3051  878],[9961  599 3042  887]
17,6,100,"[1011, 45, 300, 93]","[995, 61, 292, 101]","[995, 61, 307, 86]","[986, 70, 285, 108]","[992, 64, 298, 95]","[1001, 55, 294, 99]",[9933  627 2992  937],[9935  625 2998  931],[9951  609 3043  886],[9950  610 3031  898],[9942  618 3018  911]
18,6,125,"[1009, 47, 300, 93]","[988, 68, 293, 100]","[991, 65, 303, 90]","[983, 73, 285, 108]","[994, 62, 298, 95]","[998, 58, 288, 105]",[9907  653 2977  952],[9904  656 2996  933],[9935  625 3038  891],[9924  636 3025  904],[9917  643 3014  915]
19,6,150,"[1006, 50, 301, 92]","[986, 70, 292, 101]","[990, 66, 302, 91]","[981, 75, 285, 108]","[994, 62, 294, 99]","[999, 57, 288, 105]",[9894  666 2965  964],[9875  685 2984  945],[9915  645 3028  901],[9901  659 3004  925],[9909  651 2995  934]
20,7,50,"[1007, 49, 300, 93]","[995, 61, 298, 95]","[996, 60, 306, 87]","[985, 71, 283, 110]","[994, 62, 300, 93]","[1008, 48, 299, 94]",[9953  607 3009  920],[9945  615 3014  915],[9957  603 3046  883],[9953  607 3043  886],[9941  619 3042  887]
21,7,75,"[1008, 48, 300, 93]","[988, 68, 298, 95]","[994, 62, 306, 87]","[983, 73, 284, 109]","[997, 59, 306, 87]","[998, 58, 296, 97]",[9919  641 3001  928],[9927  633 2997  932],[9949  611 3032  897],[9930  630 3049  880],[9928  632 3027  902]
22,7,100,"[1007, 49, 303, 90]","[983, 73, 298, 95]","[989, 67, 304, 89]","[980, 76, 284, 109]","[996, 60, 299, 94]","[995, 61, 294, 99]",[9896  664 2986  943],[9898  662 2986  943],[9924  636 3007  922],[9928  632 3038  891],[9902  658 3015  914]
23,7,125,"[1001, 55, 302, 91]","[980, 76, 297, 96]","[985, 71, 302, 91]","[973, 83, 284, 109]","[992, 64, 300, 93]","[996, 60, 292, 101]",[9857  703 2979  950],[9876  684 2971  958],[9892  668 2995  934],[9899  661 3029  900],[9893  667 3002  927]
24,7,150,"[1004, 52, 296, 97]","[976, 80, 294, 99]","[983, 73, 295, 98]","[973, 83, 283, 110]","[991, 65, 298, 95]","[992, 64, 292, 101]",[9836  724 2950  979],[9855  705 2962  967],[9866  694 2974  955],[9877  683 3007  922],[9872  688 2994  935]
