,Max_depth,N_estimators,Estimators,Confusion Matrix,Confusion Matrix.1,Confusion Matrix.2,Confusion Matrix.3,Confusion Matrix.4,Confusion Matrix.5,Confusion Matrix,Confusion Matrix,Confusion Matrix,Confusion Matrix,Confusion Matrix
17,2,"[50, 100, 150]",150,"[1013, 43, 326, 67]","[1013, 43, 317, 76]","[1008, 48, 338, 55]","[1013, 43, 314, 79]","[993, 63, 331, 62]","[1017, 39, 327, 66]",[10082   478  3254   675],[10105   455  3248   681],[10121   439  3258   671],[10102   458  3287   642],[10137   423  3259   670]
18,3,"[50, 100, 150]",50,"[1015, 41, 329, 64]","[1013, 43, 317, 76]","[1008, 48, 339, 54]","[1013, 43, 314, 79]","[993, 63, 331, 62]","[1017, 39, 327, 66]",[10097   463  3263   666],[10090   470  3242   687],[10104   456  3258   671],[10103   457  3291   638],[10130   430  3271   658]
19,3,"[50, 100, 150]",100,"[1015, 41, 329, 64]","[1013, 43, 317, 76]","[1012, 44, 349, 44]","[1013, 43, 314, 79]","[993, 63, 331, 62]","[1017, 39, 327, 66]",[10101   459  3273   656],[10091   469  3243   686],[10100   460  3253   676],[10106   454  3302   627],[10130   430  3271   658]
20,3,"[50, 100, 150]",150,"[1015, 41, 329, 64]","[1013, 43, 317, 76]","[1012, 44, 349, 44]","[1013, 43, 314, 79]","[993, 63, 331, 62]","[1017, 39, 327, 66]",[10101   459  3273   656],[10080   480  3237   692],[10104   456  3257   672],[10103   457  3300   629],[10130   430  3271   658]
21,3,"[50, 100, 150]",50,"[1026, 30, 337, 56]","[1013, 43, 317, 76]","[1008, 48, 338, 55]","[1013, 43, 314, 79]","[993, 63, 331, 62]","[1017, 39, 327, 66]",[10066   494  3252   677],[10092   468  3247   682],[10107   453  3255   674],[10106   454  3292   637],[10126   434  3257   672]
22,3,"[50, 100, 150]",100,"[1012, 44, 324, 69]","[1013, 43, 317, 76]","[1008, 48, 338, 55]","[1013, 43, 314, 79]","[993, 63, 331, 62]","[1017, 39, 327, 66]",[10052   508  3239   690],[10057   503  3223   706],[10107   453  3255   674],[10106   454  3292   637],[10126   434  3257   672]
23,3,"[50, 100, 150]",150,"[1012, 44, 324, 69]","[1013, 43, 317, 76]","[1008, 48, 338, 55]","[1013, 43, 314, 79]","[993, 63, 331, 62]","[1017, 39, 327, 66]",[10093   467  3259   670],[10057   503  3223   706],[10107   453  3255   674],[10106   454  3292   637],[10126   434  3254   675]
24,3,"[50, 100, 150]",50,"[1026, 30, 337, 56]","[1000, 56, 306, 87]","[1008, 48, 338, 55]","[1013, 43, 314, 79]","[993, 63, 331, 62]","[1017, 39, 327, 66]",[10054   506  3242   687],[10024   536  3204   725],[10077   483  3239   690],[10095   465  3289   640],[10092   468  3240   689]
25,3,"[50, 100, 150]",100,"[1012, 44, 324, 69]","[1000, 56, 306, 87]","[1008, 48, 338, 55]","[1013, 43, 314, 79]","[993, 63, 331, 62]","[1017, 39, 327, 66]",[10042   518  3229   700],[10035   525  3210   719],[10080   480  3241   688],[10095   465  3288   641],[10092   468  3238   691]
26,3,"[50, 100, 150]",150,"[1012, 44, 324, 69]","[1013, 43, 317, 76]","[1008, 48, 338, 55]","[1013, 43, 314, 79]","[993, 63, 331, 62]","[1017, 39, 327, 66]",[10068   492  3247   682],[10045   515  3217   712],[10080   480  3241   688],[10095   465  3288   641],[10100   460  3243   686]
27,4,"[50, 100, 150]",50,"[1015, 41, 327, 66]","[1000, 56, 306, 87]","[1008, 48, 338, 55]","[1004, 52, 306, 87]","[994, 62, 332, 61]","[1017, 39, 327, 66]",[10035   525  3224   705],[10002   558  3189   740],[10067   493  3229   700],[10084   476  3277   652],[10076   484  3226   703]
28,4,"[50, 100, 150]",100,"[1009, 47, 321, 72]","[1000, 56, 306, 87]","[1008, 48, 338, 55]","[1004, 52, 306, 87]","[993, 63, 331, 62]","[1017, 39, 327, 66]",[10028   532  3217   712],[10010   550  3195   734],[10078   482  3238   691],[10080   480  3278   651],[10076   484  3224   705]
29,4,"[50, 100, 150]",150,"[1015, 41, 327, 66]","[1000, 56, 306, 87]","[1008, 48, 338, 55]","[1013, 43, 314, 79]","[994, 62, 332, 61]","[1017, 39, 327, 66]",[10044   516  3232   697],[10010   550  3195   734],[10074   486  3236   693],[10079   481  3277   652],[10064   496  3212   717]
30,4,"[50, 100, 150]",50,"[1009, 47, 321, 72]","[1000, 56, 306, 87]","[1008, 48, 338, 55]","[1004, 52, 306, 87]","[993, 63, 331, 62]","[1017, 39, 327, 66]",[10017   543  3207   722],[10024   536  3203   726],[10055   505  3220   709],[10085   475  3279   650],[10076   484  3229   700]
31,4,"[50, 100, 150]",100,"[1009, 47, 321, 72]","[1000, 56, 306, 87]","[1008, 48, 338, 55]","[1004, 52, 306, 87]","[993, 63, 331, 62]","[1017, 39, 327, 66]",[10017   543  3208   721],[10010   550  3197   732],[10059   501  3223   706],[10080   480  3278   651],[10076   484  3228   701]
32,4,"[50, 100, 150]",150,"[1009, 47, 321, 72]","[1000, 56, 306, 87]","[1008, 48, 338, 55]","[1013, 43, 314, 79]","[993, 63, 331, 62]","[1017, 39, 327, 66]",[10053   507  3228   701],[10003   557  3192   737],[10076   484  3239   690],[10080   480  3278   651],[10064   496  3216   713]
33,4,"[50, 100, 150]",50,"[1009, 47, 321, 72]","[1000, 56, 308, 85]","[1000, 56, 329, 64]","[1004, 52, 306, 87]","[993, 63, 331, 62]","[1011, 45, 320, 73]",[10003   557  3193   736],[10018   542  3197   732],[10034   526  3198   731],[10059   501  3259   670],[10070   490  3222   707]
34,4,"[50, 100, 150]",100,"[1009, 47, 321, 72]","[1000, 56, 308, 85]","[1008, 48, 339, 54]","[1004, 52, 306, 87]","[993, 63, 331, 62]","[1017, 39, 328, 65]",[10017   543  3212   717],[9984  576 3173  756],[10026   534  3188   741],[10060   500  3262   667],[10076   484  3230   699]
35,4,"[50, 100, 150]",150,"[1009, 47, 321, 72]","[1000, 56, 308, 85]","[1008, 48, 339, 54]","[1004, 52, 306, 87]","[993, 63, 331, 62]","[1011, 45, 321, 72]",[10038   522  3217   712],[10010   550  3188   741],[10042   518  3209   720],[10060   500  3262   667],[10051   509  3205   724]
