,Max_depth,N_estimators,Estimators,Confusion Matrix,Confusion Matrix.1,Confusion Matrix.2,Confusion Matrix.3,Confusion Matrix.4,Confusion Matrix.5,Confusion Matrix,Confusion Matrix,Confusion Matrix,Confusion Matrix,Confusion Matrix
10,2,"[50, 100, 150]",100,"[1021, 35, 324, 69]","[1017, 39, 315, 78]","[1015, 41, 337, 56]","[1011, 45, 306, 87]","[1012, 44, 315, 78]","[1021, 35, 330, 63]",[10129   431  3228   701],[10131   429  3216   713],[10127   433  3226   703],[10147   413  3235   694],[10126   434  3235   694]
11,2,"[50, 100, 150]",150,"[1021, 35, 325, 68]","[1017, 39, 315, 78]","[1015, 41, 337, 56]","[1011, 45, 305, 88]","[1010, 46, 315, 78]","[1020, 36, 330, 63]",[10128   432  3228   701],[10136   424  3221   708],[10132   428  3227   702],[10144   416  3235   694],[10127   433  3236   693]
12,2,"[50, 100, 150]",50,"[1013, 43, 312, 81]","[1012, 44, 304, 89]","[1004, 52, 319, 74]","[1001, 55, 294, 99]","[998, 58, 302, 91]","[1009, 47, 323, 70]",[10037   523  3115   814],[10045   515  3119   810],[10049   511  3130   799],[10062   498  3120   809],[10060   500  3116   813]
13,2,"[50, 100, 150]",100,"[1013, 43, 312, 81]","[1011, 45, 303, 90]","[1005, 51, 321, 72]","[1001, 55, 294, 99]","[998, 58, 302, 91]","[1009, 47, 324, 69]",[10040   520  3118   811],[10049   511  3125   804],[10046   514  3130   799],[10055   505  3118   811],[10056   504  3111   818]
14,2,"[50, 100, 150]",150,"[1013, 43, 313, 80]","[1011, 45, 303, 90]","[1005, 51, 322, 71]","[1000, 56, 294, 99]","[997, 59, 302, 91]","[1009, 47, 324, 69]",[10036   524  3120   809],[10050   510  3127   802],[10045   515  3132   797],[10057   503  3120   809],[10054   506  3114   815]
15,2,"[50, 100, 150]",50,"[1011, 45, 310, 83]","[1010, 46, 302, 91]","[1000, 56, 312, 81]","[997, 59, 292, 101]","[995, 61, 301, 92]","[1006, 50, 320, 73]",[10011   549  3086   843],[10014   546  3082   847],[10023   537  3099   830],[10019   541  3078   851],[10026   534  3085   844]
16,2,"[50, 100, 150]",100,"[1010, 46, 310, 83]","[1007, 49, 302, 91]","[1000, 56, 312, 81]","[997, 59, 291, 102]","[994, 62, 300, 93]","[1005, 51, 318, 75]",[10007   553  3083   846],[10019   541  3081   848],[10019   541  3092   837],[10013   547  3078   851],[10023   537  3081   848]
17,2,"[50, 100, 150]",150,"[1010, 46, 310, 83]","[1008, 48, 302, 91]","[1000, 56, 311, 82]","[996, 60, 292, 101]","[992, 64, 301, 92]","[1004, 52, 319, 74]",[10003   557  3083   846],[10018   542  3087   842],[10016   544  3091   838],[10017   543  3079   850],[10025   535  3081   848]
18,3,"[50, 100, 150]",50,"[1014, 42, 311, 82]","[1012, 44, 300, 93]","[1002, 54, 314, 79]","[994, 62, 293, 100]","[990, 66, 299, 94]","[1007, 49, 320, 73]",[10010   550  3091   838],[10020   540  3093   836],[10020   540  3091   838],[10019   541  3087   842],[10018   542  3091   838]
19,3,"[50, 100, 150]",100,"[1014, 42, 310, 83]","[1010, 46, 300, 93]","[1004, 52, 317, 76]","[993, 63, 293, 100]","[992, 64, 298, 95]","[1007, 49, 318, 75]",[10009   551  3086   843],[10026   534  3092   837],[10020   540  3097   832],[10013   547  3088   841],[10020   540  3087   842]
20,3,"[50, 100, 150]",150,"[1014, 42, 312, 81]","[1009, 47, 300, 93]","[1004, 52, 318, 75]","[996, 60, 292, 101]","[992, 64, 300, 93]","[1006, 50, 319, 74]",[10010   550  3091   838],[10026   534  3095   834],[10019   541  3095   834],[10012   548  3087   842],[10023   537  3087   842]
21,3,"[50, 100, 150]",50,"[1011, 45, 308, 85]","[1006, 50, 299, 94]","[999, 57, 307, 86]","[993, 63, 289, 104]","[992, 64, 300, 93]","[1003, 53, 315, 78]",[9986  574 3054  875],[9998  562 3066  863],[9997  563 3071  858],[9992  568 3059  870],[10000   560  3066   863]
22,3,"[50, 100, 150]",100,"[1011, 45, 307, 86]","[1004, 52, 299, 94]","[1002, 54, 310, 83]","[993, 63, 289, 104]","[991, 65, 297, 96]","[1006, 50, 315, 78]",[9990  570 3052  877],[10001   559  3071   858],[9998  562 3076  853],[9996  564 3061  868],[9995  565 3063  866]
23,3,"[50, 100, 150]",150,"[1011, 45, 310, 83]","[1005, 51, 299, 94]","[1001, 55, 310, 83]","[994, 62, 288, 105]","[991, 65, 298, 95]","[1005, 51, 315, 78]",[9991  569 3057  872],[9998  562 3068  861],[9999  561 3069  860],[9992  568 3061  868],[9994  566 3060  869]
24,3,"[50, 100, 150]",50,"[1010, 46, 306, 87]","[1005, 51, 298, 95]","[997, 59, 308, 85]","[990, 66, 284, 109]","[989, 67, 293, 100]","[1000, 56, 310, 83]",[9967  593 3033  896],[9975  585 3044  885],[9978  582 3056  873],[9981  579 3044  885],[9970  590 3041  888]
25,3,"[50, 100, 150]",100,"[1011, 45, 307, 86]","[1001, 55, 297, 96]","[1000, 56, 307, 86]","[990, 66, 285, 108]","[991, 65, 293, 100]","[1004, 52, 312, 81]",[9971  589 3034  895],[9974  586 3043  886],[9979  581 3056  873],[9980  580 3047  882],[9971  589 3034  895]
26,3,"[50, 100, 150]",150,"[1012, 44, 306, 87]","[1002, 54, 298, 95]","[1000, 56, 309, 84]","[991, 65, 283, 110]","[990, 66, 293, 100]","[1002, 54, 313, 80]",[9973  587 3035  894],[9973  587 3041  888],[9980  580 3056  873],[9976  584 3045  884],[9974  586 3034  895]
27,4,"[50, 100, 150]",50,"[1013, 43, 312, 81]","[1006, 50, 297, 96]","[997, 59, 308, 85]","[994, 62, 288, 105]","[991, 65, 294, 99]","[1003, 53, 312, 81]",[9989  571 3054  875],[9998  562 3066  863],[10012   548  3064   865],[10005   555  3080   849],[9999  561 3067  862]
28,4,"[50, 100, 150]",100,"[1013, 43, 311, 82]","[1005, 51, 297, 96]","[1001, 55, 308, 85]","[994, 62, 291, 102]","[992, 64, 294, 99]","[1005, 51, 315, 78]",[9994  566 3060  869],[9998  562 3075  854],[10012   548  3069   860],[10003   557  3080   849],[10002   558  3073   856]
29,4,"[50, 100, 150]",150,"[1014, 42, 312, 81]","[1005, 51, 298, 95]","[999, 57, 308, 85]","[994, 62, 289, 104]","[993, 63, 294, 99]","[1003, 53, 314, 79]",[9996  564 3059  870],[9999  561 3077  852],[10013   547  3072   857],[10004   556  3078   851],[10006   554  3062   867]
30,4,"[50, 100, 150]",50,"[1011, 45, 306, 87]","[1008, 48, 301, 92]","[997, 59, 307, 86]","[991, 65, 285, 108]","[994, 62, 293, 100]","[1002, 54, 309, 84]",[9973  587 3039  890],[9988  572 3049  880],[9991  569 3062  867],[9992  568 3051  878],[9964  596 3052  877]
31,4,"[50, 100, 150]",100,"[1012, 44, 306, 87]","[1006, 50, 299, 94]","[998, 58, 308, 85]","[992, 64, 284, 109]","[995, 61, 296, 97]","[1005, 51, 313, 80]",[9977  583 3048  881],[9983  577 3055  874],[9994  566 3063  866],[9992  568 3051  878],[9972  588 3049  880]
32,4,"[50, 100, 150]",150,"[1012, 44, 310, 83]","[1006, 50, 299, 94]","[997, 59, 308, 85]","[992, 64, 283, 110]","[998, 58, 295, 98]","[1004, 52, 311, 82]",[9980  580 3047  882],[9982  578 3058  871],[9991  569 3064  865],[9985  575 3055  874],[9970  590 3047  882]
33,4,"[50, 100, 150]",50,"[1012, 44, 304, 89]","[1005, 51, 301, 92]","[995, 61, 306, 87]","[987, 69, 281, 112]","[992, 64, 295, 98]","[1001, 55, 309, 84]",[9954  606 3028  901],[9971  589 3016  913],[9977  583 3038  891],[9970  590 3021  908],[9949  611 3029  900]
34,4,"[50, 100, 150]",100,"[1012, 44, 304, 89]","[1004, 52, 298, 95]","[997, 59, 307, 86]","[988, 68, 280, 113]","[994, 62, 295, 98]","[1005, 51, 309, 84]",[9966  594 3028  901],[9971  589 3023  906],[9981  579 3035  894],[9970  590 3021  908],[9953  607 3021  908]
35,4,"[50, 100, 150]",150,"[1013, 43, 306, 87]","[1003, 53, 300, 93]","[996, 60, 304, 89]","[988, 68, 280, 113]","[993, 63, 296, 97]","[1004, 52, 309, 84]",[9961  599 3029  900],[9970  590 3021  908],[9978  582 3038  891],[9967  593 3023  906],[9957  603 3027  902]
